"clicked","monthclust","value"
"Casual Losers/Oct-12","Moderate Losers/Aug-12","19"
"Casual Losers/Oct-12","Moderate Winners/Aug-12","10"
"Casual Losers/Oct-12","Moderate Farmers/Aug-12","6"
"Casual Losers/Oct-12","Casual Winners/Sep-12","48"
"Casual Losers/Oct-12","Moderate Farmers/Sep-12","26"
"Casual Losers/Oct-12","Hardcore/Sep-12","18"
"Casual Losers/Oct-12","Casual Losers/Sep-12","27"
"Casual Losers/Oct-12","Moderate Losers/Sep-12","30"
"Casual Losers/Oct-12","Forum/Sep-12","5"
"Casual Losers/Oct-12","Hardcore/Oct-12","0"
"Casual Losers/Oct-12","Moderate Farmers/Oct-12","0"
"Casual Losers/Oct-12","Casual Losers/Oct-12","496"
"Casual Losers/Oct-12","Forum/Oct-12","0"
"Casual Losers/Oct-12","Casual Winners/Oct-12","0"
"Casual Losers/Oct-12","Moderate Miscellanea/Oct-12","0"
"Casual Losers/Oct-12","Casual/Nov-12","70"
"Casual Losers/Oct-12","Hardcore/Nov-12","26"
"Casual Losers/Oct-12","Moderate Farmers/Nov-12","32"
"Casual Losers/Oct-12","Moderate Miscellanea/Nov-12","44"
"Casual Losers/Oct-12","Forum/Nov-12","3"
"Casual Losers/Oct-12","Casual/Dec-12","13"
"Casual Losers/Oct-12","Moderate Farmers/Dec-12","10"
"Casual Losers/Oct-12","Moderate Miscellanea/Dec-12","4"
"Casual Losers/Oct-12","Hardcore/Dec-12","9"
"Casual Losers/Oct-12","Forum/Dec-12","1"
"Forum/Oct-12","Moderate Farmers/Nov-11","5"
"Forum/Oct-12","Casual Winners/Nov-11","13"
"Forum/Oct-12","Casual Losers/Nov-11","5"
"Forum/Oct-12","Forum/Nov-11","8"
"Forum/Oct-12","Moderate/Nov-11","6"
"Forum/Oct-12","Hardcore/Nov-11","26"
"Forum/Oct-12","Casual Winners/Dec-11","9"
"Forum/Oct-12","Casual Losers/Dec-11","4"
"Forum/Oct-12","Moderate Farmers/Dec-11","9"
"Forum/Oct-12","Hardcore/Dec-11","25"
"Forum/Oct-12","Forum/Dec-11","23"
"Forum/Oct-12","Moderate/Dec-11","10"
"Forum/Oct-12","Moderate Losers/Jan-12","8"
"Forum/Oct-12","Moderate Miscellanea/Jan-12","14"
"Forum/Oct-12","Casual Losers/Jan-12","2"
"Forum/Oct-12","Hardcore/Jan-12","18"
"Forum/Oct-12","Casual Winners/Jan-12","4"
"Forum/Oct-12","Forum/Jan-12","23"
"Forum/Oct-12","Moderate Farmers/Jan-12","3"
"Forum/Oct-12","Moderate Farmers/Feb-12","6"
"Forum/Oct-12","Moderate Losers/Feb-12","6"
"Forum/Oct-12","Casual Losers/Feb-12","6"
"Forum/Oct-12","Hardcore/Feb-12","15"
"Forum/Oct-12","Casual Winners/Feb-12","5"
"Forum/Oct-12","Forum/Feb-12","15"
"Forum/Oct-12","Casual Forum/Feb-12","10"
"Forum/Oct-12","Casual Forum/Mar-12","9"
"Forum/Oct-12","Casual Winners/Mar-12","6"
"Forum/Oct-12","Moderate Miscellanea/Mar-12","10"
"Forum/Oct-12","Casual Losers/Mar-12","6"
"Forum/Oct-12","Hardcore/Mar-12","15"
"Forum/Oct-12","Forum/Mar-12","14"
"Forum/Oct-12","Moderate Farmers/Mar-12","3"
"Forum/Oct-12","Casual Winners/Apr-12","8"
"Forum/Oct-12","Casual Losers/Apr-12","0"
"Forum/Oct-12","Casual Forum/Apr-12","13"
"Forum/Oct-12","Moderate Miscellanea/Apr-12","6"
"Forum/Oct-12","Moderate Farmers/Apr-12","2"
"Forum/Oct-12","Forum/Apr-12","22"
"Forum/Oct-12","Hardcore/Apr-12","13"
"Forum/Oct-12","Hardcore/May-12","18"
"Forum/Oct-12","Casual Forum/May-12","8"
"Forum/Oct-12","Casual Winners/May-12","4"
"Forum/Oct-12","Casual Losers/May-12","3"
"Forum/Oct-12","Moderate Miscellanea/May-12","9"
"Forum/Oct-12","Forum/May-12","27"
"Forum/Oct-12","Moderate Farmers/May-12","4"
"Forum/Oct-12","Hardcore/Jun-12","15"
"Forum/Oct-12","Moderate Losers/Jun-12","4"
"Forum/Oct-12","Moderate Miscellanea/Jun-12","6"
"Forum/Oct-12","Casual Losers/Jun-12","6"
"Forum/Oct-12","Moderate Farmers/Jun-12","3"
"Forum/Oct-12","Forum/Jun-12","32"
"Forum/Oct-12","Casual Winners/Jun-12","10"
"Forum/Oct-12","Casual Winners/Jul-12","4"
"Forum/Oct-12","Moderate Miscellanea/Jul-12","9"
"Forum/Oct-12","Moderate Farmers/Jul-12","2"
"Forum/Oct-12","Casual Losers/Jul-12","4"
"Forum/Oct-12","Forum/Jul-12","32"
"Forum/Oct-12","Hardcore/Jul-12","20"
"Forum/Oct-12","Moderate Losers/Jul-12","2"
"Forum/Oct-12","Hardcore/Aug-12","38"
"Forum/Oct-12","Casual Losers/Aug-12","3"
"Forum/Oct-12","Casual Winners/Aug-12","8"
"Forum/Oct-12","Moderate Losers/Aug-12","10"
"Forum/Oct-12","Moderate Winners/Aug-12","6"
"Forum/Oct-12","Moderate Farmers/Aug-12","8"
"Forum/Oct-12","Casual Winners/Sep-12","11"
"Forum/Oct-12","Moderate Farmers/Sep-12","10"
"Forum/Oct-12","Hardcore/Sep-12","26"
"Forum/Oct-12","Casual Losers/Sep-12","5"
"Forum/Oct-12","Moderate Losers/Sep-12","7"
"Forum/Oct-12","Forum/Sep-12","38"
"Forum/Oct-12","Hardcore/Oct-12","0"
"Forum/Oct-12","Moderate Farmers/Oct-12","0"
"Forum/Oct-12","Casual Losers/Oct-12","0"
"Forum/Oct-12","Forum/Oct-12","128"
"Forum/Oct-12","Casual Winners/Oct-12","0"
"Forum/Oct-12","Moderate Miscellanea/Oct-12","0"
"Forum/Oct-12","Casual/Nov-12","9"
"Forum/Oct-12","Hardcore/Nov-12","25"
"Forum/Oct-12","Moderate Farmers/Nov-12","6"
"Forum/Oct-12","Moderate Miscellanea/Nov-12","13"
"Forum/Oct-12","Forum/Nov-12","25"
"Forum/Oct-12","Casual/Dec-12","4"
"Forum/Oct-12","Moderate Farmers/Dec-12","4"
"Forum/Oct-12","Moderate Miscellanea/Dec-12","5"
"Forum/Oct-12","Hardcore/Dec-12","8"
"Forum/Oct-12","Forum/Dec-12","7"
"Casual Winners/Oct-12","Moderate Farmers/Nov-11","24"
"Casual Winners/Oct-12","Casual Winners/Nov-11","30"
"Casual Winners/Oct-12","Casual Losers/Nov-11","20"
"Casual Winners/Oct-12","Forum/Nov-11","7"
"Casual Winners/Oct-12","Moderate/Nov-11","25"
"Casual Winners/Oct-12","Hardcore/Nov-11","46"
"Casual Winners/Oct-12","Casual Winners/Dec-11","25"
"Casual Winners/Oct-12","Casual Losers/Dec-11","26"
"Casual Winners/Oct-12","Moderate Farmers/Dec-11","32"
"Casual Winners/Oct-12","Hardcore/Dec-11","59"
"Casual Winners/Oct-12","Forum/Dec-11","19"
"Casual Winners/Oct-12","Moderate/Dec-11","31"
"Casual Winners/Oct-12","Moderate Losers/Jan-12","16"
"Casual Winners/Oct-12","Moderate Miscellanea/Jan-12","23"
"Casual Winners/Oct-12","Casual Losers/Jan-12","19"
"Casual Winners/Oct-12","Hardcore/Jan-12","35"
"Casual Winners/Oct-12","Casual Winners/Jan-12","27"
"Casual Winners/Oct-12","Forum/Jan-12","11"
"Casual Winners/Oct-12","Moderate Farmers/Jan-12","27"
"Casual Winners/Oct-12","Moderate Farmers/Feb-12","18"
"Casual Winners/Oct-12","Moderate Losers/Feb-12","26"
"Casual Winners/Oct-12","Casual Losers/Feb-12","19"
"Casual Winners/Oct-12","Hardcore/Feb-12","29"
"Casual Winners/Oct-12","Casual Winners/Feb-12","14"
"Casual Winners/Oct-12","Forum/Feb-12","8"
"Casual Winners/Oct-12","Casual Forum/Feb-12","6"
"Casual Winners/Oct-12","Casual Forum/Mar-12","4"
"Casual Winners/Oct-12","Casual Winners/Mar-12","18"
"Casual Winners/Oct-12","Moderate Miscellanea/Mar-12","26"
"Casual Winners/Oct-12","Casual Losers/Mar-12","12"
"Casual Winners/Oct-12","Hardcore/Mar-12","26"
"Casual Winners/Oct-12","Forum/Mar-12","4"
"Casual Winners/Oct-12","Moderate Farmers/Mar-12","15"
"Casual Winners/Oct-12","Casual Winners/Apr-12","24"
"Casual Winners/Oct-12","Casual Losers/Apr-12","13"
"Casual Winners/Oct-12","Casual Forum/Apr-12","4"
"Casual Winners/Oct-12","Moderate Miscellanea/Apr-12","32"
"Casual Winners/Oct-12","Moderate Farmers/Apr-12","14"
"Casual Winners/Oct-12","Forum/Apr-12","13"
"Casual Winners/Oct-12","Hardcore/Apr-12","35"
"Casual Winners/Oct-12","Hardcore/May-12","38"
"Casual Winners/Oct-12","Casual Forum/May-12","8"
"Casual Winners/Oct-12","Casual Winners/May-12","18"
"Casual Winners/Oct-12","Casual Losers/May-12","17"
"Casual Winners/Oct-12","Moderate Miscellanea/May-12","27"
"Casual Winners/Oct-12","Forum/May-12","10"
"Casual Winners/Oct-12","Moderate Farmers/May-12","24"
"Casual Winners/Oct-12","Hardcore/Jun-12","40"
"Casual Winners/Oct-12","Moderate Losers/Jun-12","21"
"Casual Winners/Oct-12","Moderate Miscellanea/Jun-12","26"
"Casual Winners/Oct-12","Casual Losers/Jun-12","17"
"Casual Winners/Oct-12","Moderate Farmers/Jun-12","10"
"Casual Winners/Oct-12","Forum/Jun-12","13"
"Casual Winners/Oct-12","Casual Winners/Jun-12","15"
"Casual Winners/Oct-12","Casual Winners/Jul-12","20"
"Casual Winners/Oct-12","Moderate Miscellanea/Jul-12","31"
"Casual Winners/Oct-12","Moderate Farmers/Jul-12","13"
"Casual Winners/Oct-12","Casual Losers/Jul-12","12"
"Casual Winners/Oct-12","Forum/Jul-12","6"
"Casual Winners/Oct-12","Hardcore/Jul-12","26"
"Casual Winners/Oct-12","Moderate Losers/Jul-12","12"
"Casual Winners/Oct-12","Hardcore/Aug-12","37"
"Casual Winners/Oct-12","Casual Losers/Aug-12","28"
"Casual Winners/Oct-12","Casual Winners/Aug-12","42"
"Casual Winners/Oct-12","Moderate Losers/Aug-12","39"
"Casual Winners/Oct-12","Moderate Winners/Aug-12","39"
"Casual Winners/Oct-12","Moderate Farmers/Aug-12","17"
"Casual Winners/Oct-12","Casual Winners/Sep-12","115"
"Casual Winners/Oct-12","Moderate Farmers/Sep-12","65"
"Casual Winners/Oct-12","Hardcore/Sep-12","56"
"Casual Winners/Oct-12","Casual Losers/Sep-12","47"
"Casual Winners/Oct-12","Moderate Losers/Sep-12","50"
"Casual Winners/Oct-12","Forum/Sep-12","10"
"Casual Winners/Oct-12","Hardcore/Oct-12","0"
"Casual Winners/Oct-12","Moderate Farmers/Oct-12","0"
"Casual Winners/Oct-12","Casual Losers/Oct-12","0"
"Casual Winners/Oct-12","Forum/Oct-12","0"
"Casual Winners/Oct-12","Casual Winners/Oct-12","1226"
"Casual Winners/Oct-12","Moderate Miscellanea/Oct-12","0"
"Casual Winners/Oct-12","Casual/Nov-12","135"
"Casual Winners/Oct-12","Hardcore/Nov-12","67"
"Casual Winners/Oct-12","Moderate Farmers/Nov-12","61"
"Casual Winners/Oct-12","Moderate Miscellanea/Nov-12","65"
"Casual Winners/Oct-12","Forum/Nov-12","6"
"Casual Winners/Oct-12","Casual/Dec-12","30"
"Casual Winners/Oct-12","Moderate Farmers/Dec-12","16"
"Casual Winners/Oct-12","Moderate Miscellanea/Dec-12","11"
"Casual Winners/Oct-12","Hardcore/Dec-12","11"
"Casual Winners/Oct-12","Forum/Dec-12","3"
"Moderate Miscellanea/Oct-12","Moderate Farmers/Nov-11","9"
"Moderate Miscellanea/Oct-12","Casual Winners/Nov-11","24"
"Moderate Miscellanea/Oct-12","Casual Losers/Nov-11","14"
"Moderate Miscellanea/Oct-12","Forum/Nov-11","2"
"Moderate Miscellanea/Oct-12","Moderate/Nov-11","29"
"Moderate Miscellanea/Oct-12","Hardcore/Nov-11","24"
"Moderate Miscellanea/Oct-12","Casual Winners/Dec-11","18"
"Moderate Miscellanea/Oct-12","Casual Losers/Dec-11","20"
"Moderate Miscellanea/Oct-12","Moderate Farmers/Dec-11","29"
"Moderate Miscellanea/Oct-12","Hardcore/Dec-11","42"
"Moderate Miscellanea/Oct-12","Forum/Dec-11","8"
"Moderate Miscellanea/Oct-12","Moderate/Dec-11","14"
"Moderate Miscellanea/Oct-12","Moderate Losers/Jan-12","10"
"Moderate Miscellanea/Oct-12","Moderate Miscellanea/Jan-12","19"
"Moderate Miscellanea/Oct-12","Casual Losers/Jan-12","16"
"Moderate Miscellanea/Oct-12","Hardcore/Jan-12","37"
"Moderate Miscellanea/Oct-12","Casual Winners/Jan-12","14"
"Moderate Miscellanea/Oct-12","Forum/Jan-12","8"
"Moderate Miscellanea/Oct-12","Moderate Farmers/Jan-12","7"
"Moderate Miscellanea/Oct-12","Moderate Farmers/Feb-12","17"
"Moderate Miscellanea/Oct-12","Moderate Losers/Feb-12","16"
"Moderate Miscellanea/Oct-12","Casual Losers/Feb-12","10"
"Moderate Miscellanea/Oct-12","Hardcore/Feb-12","30"
"Moderate Miscellanea/Oct-12","Casual Winners/Feb-12","8"
"Moderate Miscellanea/Oct-12","Forum/Feb-12","7"
"Moderate Miscellanea/Oct-12","Casual Forum/Feb-12","0"
"Moderate Miscellanea/Oct-12","Casual Forum/Mar-12","3"
"Moderate Miscellanea/Oct-12","Casual Winners/Mar-12","13"
"Moderate Miscellanea/Oct-12","Moderate Miscellanea/Mar-12","27"
"Moderate Miscellanea/Oct-12","Casual Losers/Mar-12","7"
"Moderate Miscellanea/Oct-12","Hardcore/Mar-12","22"
"Moderate Miscellanea/Oct-12","Forum/Mar-12","3"
"Moderate Miscellanea/Oct-12","Moderate Farmers/Mar-12","8"
"Moderate Miscellanea/Oct-12","Casual Winners/Apr-12","17"
"Moderate Miscellanea/Oct-12","Casual Losers/Apr-12","8"
"Moderate Miscellanea/Oct-12","Casual Forum/Apr-12","3"
"Moderate Miscellanea/Oct-12","Moderate Miscellanea/Apr-12","27"
"Moderate Miscellanea/Oct-12","Moderate Farmers/Apr-12","9"
"Moderate Miscellanea/Oct-12","Forum/Apr-12","3"
"Moderate Miscellanea/Oct-12","Hardcore/Apr-12","30"
"Moderate Miscellanea/Oct-12","Hardcore/May-12","39"
"Moderate Miscellanea/Oct-12","Casual Forum/May-12","2"
"Moderate Miscellanea/Oct-12","Casual Winners/May-12","21"
"Moderate Miscellanea/Oct-12","Casual Losers/May-12","7"
"Moderate Miscellanea/Oct-12","Moderate Miscellanea/May-12","33"
"Moderate Miscellanea/Oct-12","Forum/May-12","8"
"Moderate Miscellanea/Oct-12","Moderate Farmers/May-12","8"
"Moderate Miscellanea/Oct-12","Hardcore/Jun-12","38"
"Moderate Miscellanea/Oct-12","Moderate Losers/Jun-12","14"
"Moderate Miscellanea/Oct-12","Moderate Miscellanea/Jun-12","26"
"Moderate Miscellanea/Oct-12","Casual Losers/Jun-12","4"
"Moderate Miscellanea/Oct-12","Moderate Farmers/Jun-12","3"
"Moderate Miscellanea/Oct-12","Forum/Jun-12","11"
"Moderate Miscellanea/Oct-12","Casual Winners/Jun-12","12"
"Moderate Miscellanea/Oct-12","Casual Winners/Jul-12","11"
"Moderate Miscellanea/Oct-12","Moderate Miscellanea/Jul-12","31"
"Moderate Miscellanea/Oct-12","Moderate Farmers/Jul-12","7"
"Moderate Miscellanea/Oct-12","Casual Losers/Jul-12","11"
"Moderate Miscellanea/Oct-12","Forum/Jul-12","2"
"Moderate Miscellanea/Oct-12","Hardcore/Jul-12","33"
"Moderate Miscellanea/Oct-12","Moderate Losers/Jul-12","7"
"Moderate Miscellanea/Oct-12","Hardcore/Aug-12","57"
"Moderate Miscellanea/Oct-12","Casual Losers/Aug-12","24"
"Moderate Miscellanea/Oct-12","Casual Winners/Aug-12","24"
"Moderate Miscellanea/Oct-12","Moderate Losers/Aug-12","42"
"Moderate Miscellanea/Oct-12","Moderate Winners/Aug-12","30"
"Moderate Miscellanea/Oct-12","Moderate Farmers/Aug-12","11"
"Moderate Miscellanea/Oct-12","Casual Winners/Sep-12","61"
"Moderate Miscellanea/Oct-12","Moderate Farmers/Sep-12","65"
"Moderate Miscellanea/Oct-12","Hardcore/Sep-12","115"
"Moderate Miscellanea/Oct-12","Casual Losers/Sep-12","51"
"Moderate Miscellanea/Oct-12","Moderate Losers/Sep-12","75"
"Moderate Miscellanea/Oct-12","Forum/Sep-12","5"
"Moderate Miscellanea/Oct-12","Hardcore/Oct-12","0"
"Moderate Miscellanea/Oct-12","Moderate Farmers/Oct-12","0"
"Moderate Miscellanea/Oct-12","Casual Losers/Oct-12","0"
"Moderate Miscellanea/Oct-12","Forum/Oct-12","0"
"Moderate Miscellanea/Oct-12","Casual Winners/Oct-12","0"
"Moderate Miscellanea/Oct-12","Moderate Miscellanea/Oct-12","783"
"Moderate Miscellanea/Oct-12","Casual/Nov-12","111"
"Moderate Miscellanea/Oct-12","Hardcore/Nov-12","125"
"Moderate Miscellanea/Oct-12","Moderate Farmers/Nov-12","76"
"Moderate Miscellanea/Oct-12","Moderate Miscellanea/Nov-12","110"
"Moderate Miscellanea/Oct-12","Forum/Nov-12","11"
"Moderate Miscellanea/Oct-12","Casual/Dec-12","36"
"Moderate Miscellanea/Oct-12","Moderate Farmers/Dec-12","20"
"Moderate Miscellanea/Oct-12","Moderate Miscellanea/Dec-12","31"
"Moderate Miscellanea/Oct-12","Hardcore/Dec-12","21"
"Moderate Miscellanea/Oct-12","Forum/Dec-12","3"
"Casual/Nov-12","Moderate Farmers/Nov-11","19"
"Casual/Nov-12","Casual Winners/Nov-11","38"
"Casual/Nov-12","Casual Losers/Nov-11","23"
"Casual/Nov-12","Forum/Nov-11","4"
"Casual/Nov-12","Moderate/Nov-11","28"
"Casual/Nov-12","Hardcore/Nov-11","38"
"Casual/Nov-12","Casual Winners/Dec-11","23"
"Casual/Nov-12","Casual Losers/Dec-11","31"
"Casual/Nov-12","Moderate Farmers/Dec-11","42"
"Casual/Nov-12","Hardcore/Dec-11","48"
"Casual/Nov-12","Forum/Dec-11","15"
"Casual/Nov-12","Moderate/Dec-11","35"
"Casual/Nov-12","Moderate Losers/Jan-12","15"
"Casual/Nov-12","Moderate Miscellanea/Jan-12","25"
"Casual/Nov-12","Casual Losers/Jan-12","30"
"Casual/Nov-12","Hardcore/Jan-12","33"
"Casual/Nov-12","Casual Winners/Jan-12","23"
"Casual/Nov-12","Forum/Jan-12","14"
"Casual/Nov-12","Moderate Farmers/Jan-12","18"
"Casual/Nov-12","Moderate Farmers/Feb-12","13"
"Casual/Nov-12","Moderate Losers/Feb-12","20"
"Casual/Nov-12","Casual Losers/Feb-12","16"
"Casual/Nov-12","Hardcore/Feb-12","33"
"Casual/Nov-12","Casual Winners/Feb-12","16"
"Casual/Nov-12","Forum/Feb-12","6"
"Casual/Nov-12","Casual Forum/Feb-12","8"
"Casual/Nov-12","Casual Forum/Mar-12","9"
"Casual/Nov-12","Casual Winners/Mar-12","24"
"Casual/Nov-12","Moderate Miscellanea/Mar-12","23"
"Casual/Nov-12","Casual Losers/Mar-12","15"
"Casual/Nov-12","Hardcore/Mar-12","28"
"Casual/Nov-12","Forum/Mar-12","7"
"Casual/Nov-12","Moderate Farmers/Mar-12","13"
"Casual/Nov-12","Casual Winners/Apr-12","21"
"Casual/Nov-12","Casual Losers/Apr-12","18"
"Casual/Nov-12","Casual Forum/Apr-12","4"
"Casual/Nov-12","Moderate Miscellanea/Apr-12","29"
"Casual/Nov-12","Moderate Farmers/Apr-12","22"
"Casual/Nov-12","Forum/Apr-12","12"
"Casual/Nov-12","Hardcore/Apr-12","32"
"Casual/Nov-12","Hardcore/May-12","39"
"Casual/Nov-12","Casual Forum/May-12","7"
"Casual/Nov-12","Casual Winners/May-12","21"
"Casual/Nov-12","Casual Losers/May-12","20"
"Casual/Nov-12","Moderate Miscellanea/May-12","46"
"Casual/Nov-12","Forum/May-12","10"
"Casual/Nov-12","Moderate Farmers/May-12","16"
"Casual/Nov-12","Hardcore/Jun-12","31"
"Casual/Nov-12","Moderate Losers/Jun-12","16"
"Casual/Nov-12","Moderate Miscellanea/Jun-12","28"
"Casual/Nov-12","Casual Losers/Jun-12","21"
"Casual/Nov-12","Moderate Farmers/Jun-12","7"
"Casual/Nov-12","Forum/Jun-12","14"
"Casual/Nov-12","Casual Winners/Jun-12","16"
"Casual/Nov-12","Casual Winners/Jul-12","19"
"Casual/Nov-12","Moderate Miscellanea/Jul-12","26"
"Casual/Nov-12","Moderate Farmers/Jul-12","5"
"Casual/Nov-12","Casual Losers/Jul-12","19"
"Casual/Nov-12","Forum/Jul-12","7"
"Casual/Nov-12","Hardcore/Jul-12","30"
"Casual/Nov-12","Moderate Losers/Jul-12","11"
"Casual/Nov-12","Hardcore/Aug-12","40"
"Casual/Nov-12","Casual Losers/Aug-12","23"
"Casual/Nov-12","Casual Winners/Aug-12","25"
"Casual/Nov-12","Moderate Losers/Aug-12","30"
"Casual/Nov-12","Moderate Winners/Aug-12","36"
"Casual/Nov-12","Moderate Farmers/Aug-12","14"
"Casual/Nov-12","Casual Winners/Sep-12","59"
"Casual/Nov-12","Moderate Farmers/Sep-12","44"
"Casual/Nov-12","Hardcore/Sep-12","61"
"Casual/Nov-12","Casual Losers/Sep-12","44"
"Casual/Nov-12","Moderate Losers/Sep-12","42"
"Casual/Nov-12","Forum/Sep-12","13"
"Casual/Nov-12","Hardcore/Oct-12","89"
"Casual/Nov-12","Moderate Farmers/Oct-12","68"
"Casual/Nov-12","Casual Losers/Oct-12","70"
"Casual/Nov-12","Forum/Oct-12","9"
"Casual/Nov-12","Casual Winners/Oct-12","135"
"Casual/Nov-12","Moderate Miscellanea/Oct-12","111"
"Casual/Nov-12","Casual/Nov-12","1430"
"Casual/Nov-12","Hardcore/Nov-12","0"
"Casual/Nov-12","Moderate Farmers/Nov-12","0"
"Casual/Nov-12","Moderate Miscellanea/Nov-12","0"
"Casual/Nov-12","Forum/Nov-12","0"
"Casual/Nov-12","Casual/Dec-12","57"
"Casual/Nov-12","Moderate Farmers/Dec-12","25"
"Casual/Nov-12","Moderate Miscellanea/Dec-12","14"
"Casual/Nov-12","Hardcore/Dec-12","12"
"Casual/Nov-12","Forum/Dec-12","0"
"Hardcore/Nov-12","Moderate Farmers/Nov-11","32"
"Hardcore/Nov-12","Casual Winners/Nov-11","36"
"Hardcore/Nov-12","Casual Losers/Nov-11","24"
"Hardcore/Nov-12","Forum/Nov-11","8"
"Hardcore/Nov-12","Moderate/Nov-11","43"
"Hardcore/Nov-12","Hardcore/Nov-11","94"
"Hardcore/Nov-12","Casual Winners/Dec-11","32"
"Hardcore/Nov-12","Casual Losers/Dec-11","23"
"Hardcore/Nov-12","Moderate Farmers/Dec-11","51"
"Hardcore/Nov-12","Hardcore/Dec-11","141"
"Hardcore/Nov-12","Forum/Dec-11","20"
"Hardcore/Nov-12","Moderate/Dec-11","31"
"Hardcore/Nov-12","Moderate Losers/Jan-12","23"
"Hardcore/Nov-12","Moderate Miscellanea/Jan-12","48"
"Hardcore/Nov-12","Casual Losers/Jan-12","17"
"Hardcore/Nov-12","Hardcore/Jan-12","113"
"Hardcore/Nov-12","Casual Winners/Jan-12","19"
"Hardcore/Nov-12","Forum/Jan-12","20"
"Hardcore/Nov-12","Moderate Farmers/Jan-12","18"
"Hardcore/Nov-12","Moderate Farmers/Feb-12","41"
"Hardcore/Nov-12","Moderate Losers/Feb-12","30"
"Hardcore/Nov-12","Casual Losers/Feb-12","17"
"Hardcore/Nov-12","Hardcore/Feb-12","93"
"Hardcore/Nov-12","Casual Winners/Feb-12","25"
"Hardcore/Nov-12","Forum/Feb-12","12"
"Hardcore/Nov-12","Casual Forum/Feb-12","8"
"Hardcore/Nov-12","Casual Forum/Mar-12","5"
"Hardcore/Nov-12","Casual Winners/Mar-12","27"
"Hardcore/Nov-12","Moderate Miscellanea/Mar-12","35"
"Hardcore/Nov-12","Casual Losers/Mar-12","12"
"Hardcore/Nov-12","Hardcore/Mar-12","91"
"Hardcore/Nov-12","Forum/Mar-12","9"
"Hardcore/Nov-12","Moderate Farmers/Mar-12","23"
"Hardcore/Nov-12","Casual Winners/Apr-12","21"
"Hardcore/Nov-12","Casual Losers/Apr-12","11"
"Hardcore/Nov-12","Casual Forum/Apr-12","5"
"Hardcore/Nov-12","Moderate Miscellanea/Apr-12","43"
"Hardcore/Nov-12","Moderate Farmers/Apr-12","18"
"Hardcore/Nov-12","Forum/Apr-12","16"
"Hardcore/Nov-12","Hardcore/Apr-12","110"
"Hardcore/Nov-12","Hardcore/May-12","134"
"Hardcore/Nov-12","Casual Forum/May-12","1"
"Hardcore/Nov-12","Casual Winners/May-12","9"
"Hardcore/Nov-12","Casual Losers/May-12","13"
"Hardcore/Nov-12","Moderate Miscellanea/May-12","30"
"Hardcore/Nov-12","Forum/May-12","25"
"Hardcore/Nov-12","Moderate Farmers/May-12","31"
"Hardcore/Nov-12","Hardcore/Jun-12","122"
"Hardcore/Nov-12","Moderate Losers/Jun-12","26"
"Hardcore/Nov-12","Moderate Miscellanea/Jun-12","25"
"Hardcore/Nov-12","Casual Losers/Jun-12","14"
"Hardcore/Nov-12","Moderate Farmers/Jun-12","17"
"Hardcore/Nov-12","Forum/Jun-12","19"
"Hardcore/Nov-12","Casual Winners/Jun-12","19"
"Hardcore/Nov-12","Casual Winners/Jul-12","16"
"Hardcore/Nov-12","Moderate Miscellanea/Jul-12","44"
"Hardcore/Nov-12","Moderate Farmers/Jul-12","15"
"Hardcore/Nov-12","Casual Losers/Jul-12","11"
"Hardcore/Nov-12","Forum/Jul-12","11"
"Hardcore/Nov-12","Hardcore/Jul-12","115"
"Hardcore/Nov-12","Moderate Losers/Jul-12","16"
"Hardcore/Nov-12","Hardcore/Aug-12","170"
"Hardcore/Nov-12","Casual Losers/Aug-12","26"
"Hardcore/Nov-12","Casual Winners/Aug-12","20"
"Hardcore/Nov-12","Moderate Losers/Aug-12","43"
"Hardcore/Nov-12","Moderate Winners/Aug-12","29"
"Hardcore/Nov-12","Moderate Farmers/Aug-12","24"
"Hardcore/Nov-12","Casual Winners/Sep-12","35"
"Hardcore/Nov-12","Moderate Farmers/Sep-12","63"
"Hardcore/Nov-12","Hardcore/Sep-12","265"
"Hardcore/Nov-12","Casual Losers/Sep-12","28"
"Hardcore/Nov-12","Moderate Losers/Sep-12","58"
"Hardcore/Nov-12","Forum/Sep-12","20"
"Hardcore/Nov-12","Hardcore/Oct-12","510"
"Hardcore/Nov-12","Moderate Farmers/Oct-12","76"
"Hardcore/Nov-12","Casual Losers/Oct-12","26"
"Hardcore/Nov-12","Forum/Oct-12","25"
"Hardcore/Nov-12","Casual Winners/Oct-12","67"
"Hardcore/Nov-12","Moderate Miscellanea/Oct-12","125"
"Hardcore/Nov-12","Casual/Nov-12","0"
"Hardcore/Nov-12","Hardcore/Nov-12","1135"
"Hardcore/Nov-12","Moderate Farmers/Nov-12","0"
"Hardcore/Nov-12","Moderate Miscellanea/Nov-12","0"
"Hardcore/Nov-12","Forum/Nov-12","0"
"Hardcore/Nov-12","Casual/Dec-12","50"
"Hardcore/Nov-12","Moderate Farmers/Dec-12","55"
"Hardcore/Nov-12","Moderate Miscellanea/Dec-12","80"
"Hardcore/Nov-12","Hardcore/Dec-12","145"
"Hardcore/Nov-12","Forum/Dec-12","5"
"Moderate Farmers/Nov-12","Moderate Farmers/Nov-11","22"
"Moderate Farmers/Nov-12","Casual Winners/Nov-11","30"
"Moderate Farmers/Nov-12","Casual Losers/Nov-11","19"
"Moderate Farmers/Nov-12","Forum/Nov-11","9"
"Moderate Farmers/Nov-12","Moderate/Nov-11","26"
